"DR Number","Date Reported","Date Occurred","Time Occurred","Area ID","Area Name","Reporting District","Crime Code","Crime Code Description","MO Codes","Victim Age","Victim Sex","Victim Descent","Premise Code","Premise Description","Weapon Used Code","Weapon Description","Status Code","Crime Code 1","Crime Code 2","Crime Code 3","Crime Code 4","Address","Cross Street","lat","lon"
"172121737","12/27/2017","12/27/2017","0300","21","Topanga","2177","310","BURGLARY","0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5500    MASON                        AV","","34.1705","-118.5792"
"172121772","12/27/2017","12/26/2017","1630","21","Topanga","2187","310","BURGLARY","1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21300    CELES                        ST","","34.1631","-118.5953"
"172121825","12/28/2017","12/28/2017","1500","21","Topanga","2161","310","BURGLARY","0344 0352 1609 1202","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    WILHELMINA                   AV","","34.1723","-118.6476"
"172121826","12/28/2017","12/28/2017","1745","21","Topanga","2161","310","BURGLARY","0344 0352 1609 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5500    VALERIE                      AV","","34.1707","-118.6565"
"182105321","01/27/2018","12/26/2017","1645","21","Topanga","2173","310","BURGLARY","0344 1606 1300 0377","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22900    OSTRONIC                     DR","","34.1672","-118.6255"
"182107142","03/05/2018","12/18/2017","2200","21","Topanga","2173","310","BURGLARY","1607","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5400    FALLBROOK                    AV","","34.1676","-118.6287"
"182100509","01/05/2018","01/05/2018","0327","21","Topanga","2185","310","BURGLARY","0314 1606 1402 0344 2034","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","22100    AVENUE SAN LUIS","","34.166","-118.6082"
"182100519","01/11/2018","01/09/2018","1600","21","Topanga","2185","310","BURGLARY","0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5200    TOPANGA CANYON               BL","","34.1592","-118.6108"
"182100708","05/05/2018","05/05/2018","1316","21","Topanga","2175","310","BURGLARY","1402","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","22400    PHILIPRIMM                   ST","","34.1728","-118.615"
"182100856","07/07/2018","07/05/2018","1900","21","Topanga","2185","310","BURGLARY","0344 1402 0314","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5000    TOPANGA CANYON               BL","","34.1592","-118.6108"
"182101068","11/10/2018","11/09/2018","1630","21","Topanga","2175","310","BURGLARY","0344 1402 1609","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","22300    BURBANK                      BL","","34.172","-118.6124"
"182101092","11/21/2018","11/16/2018","2000","21","Topanga","2161","310","BURGLARY","0344 0329","118","","","720","JUNIOR HIGH SCHOOL","","","IC","310","","","","23800    CALIFA                       ST","","34.1779","-118.6445"
"182101138","12/04/2018","11/27/2018","1000","21","Topanga","2162","310","BURGLARY","0329 1607","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22900    HATTERAS                     ST","","34.1762","-118.6255"
"182104215","01/04/2018","01/04/2018","0322","21","Topanga","2175","310","BURGLARY","0321 0344 1607","117","","","248","CELL PHONE STORE","","","IC","310","","","","22700    VENTURA                      BL","","34.1669","-118.6207"
"182104249","01/05/2018","01/05/2018","1330","21","Topanga","2172","310","BURGLARY","1609 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24100    KILLION                      ST","","34.1683","-118.6505"
"182104268","01/05/2018","01/05/2018","2135","21","Topanga","2161","310","BURGLARY","1609 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24300    PHILIPRIMM                   ST","","34.171","-118.6542"
"182104291","01/06/2018","01/04/2018","2200","21","Topanga","2187","310","BURGLARY","1606 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21900    DE LA OSA                    ST","","34.1594","-118.6045"
"182104470","01/10/2018","01/09/2018","2000","21","Topanga","2161","310","BURGLARY","0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23700    TIARA                        ST","","34.1786","-118.6434"
"182104542","01/11/2018","01/11/2018","1930","21","Topanga","2172","310","BURGLARY","0344 0314 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5500    DUBOIS                       AV","","34.1701","-118.6398"
"182104544","01/11/2018","01/10/2018","0530","21","Topanga","2177","310","BURGLARY","0344 0352 1202 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20500    CLARK                        ST","","34.1705","-118.5792"
"182104781","01/16/2018","01/16/2018","1350","21","Topanga","2177","310","BURGLARY","0314 0344","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","5500    OWENSMOUTH                   AV","","34.1722","-118.6019"
"182104881","01/18/2018","01/16/2018","0141","21","Topanga","2175","310","BURGLARY","0344","117","","","203","OTHER BUSINESS","","","IC","310","","","","22400    VENTURA                      BL","","34.1688","-118.6145"
"182104953","01/20/2018","01/19/2018","2000","21","Topanga","2173","310","BURGLARY","1609 0344 0324","117","","","218","BEAUTY/BARBER SHOP","","","IC","310","","","","22800    VENTURA                      BL","","34.166","-118.6233"
"182105266","01/26/2018","01/26/2018","1420","21","Topanga","2155","310","BURGLARY","0358 0344","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22100    VICTORY                      BL","","34.1866","-118.6086"
"182105361","01/29/2018","01/29/2018","1100","21","Topanga","2187","310","BURGLARY","1202 0321 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21600    MEDINA ESTATES               DR","","34.1583","-118.6001"
"182105689","02/03/2018","02/02/2018","1900","21","Topanga","2161","310","BURGLARY","1601 0344 0314 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23700    CALVERT                      ST","","34.1816","-118.643"
"182105796","02/06/2018","02/04/2018","1400","21","Topanga","2187","310","BURGLARY","1607 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5100    CANOGA                       AV","","34.1617","-118.5967"
"182105836","02/07/2018","02/07/2018","0950","21","Topanga","2161","310","BURGLARY","0321 0344 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24400    MARTHA                       ST","","34.1722","-118.6557"
"182105892","02/08/2018","02/08/2018","0600","21","Topanga","2177","310","BURGLARY","0321 1601","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20400    MIRANDA                      ST","","34.1741","-118.5777"
"182105906","02/06/2018","02/05/2018","0740","21","Topanga","2155","310","BURGLARY","0344","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","6300    RANDI                        AV","","34.1847","-118.6103"
"182105939","02/09/2018","02/01/2018","0700","21","Topanga","2175","310","BURGLARY","0344","117","","","203","OTHER BUSINESS","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"182105964","02/10/2018","02/09/2018","1930","21","Topanga","2161","310","BURGLARY","1607 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5900    ELBA                         PL","","34.1779","-118.651"
"182106056","02/09/2018","02/09/2018","1700","21","Topanga","2155","310","BURGLARY","0321 0344","117","","","707","GARAGE/CARPORT","","","IC","310","","","","22200    ERWIN                        ST","","34.1829","-118.6102"
"182106075","02/13/2018","02/10/2018","2000","21","Topanga","2177","310","BURGLARY","0334","117","","","118","CONSTRUCTION SITE","","","IC","310","","","","5600    DE SOTO                      AV","","34.172","-118.5882"
"182106368","02/17/2018","02/16/2018","0500","21","Topanga","2177","310","BURGLARY","0206 0216 1609 0329 0351","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20100    CLARK                        ST","","34.1733","-118.5709"
"182106435","02/19/2018","02/19/2018","0620","21","Topanga","2177","310","BURGLARY","0344 1606","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","21600    CALIFA                       ST","","34.1773","-118.6001"
"182106513","02/20/2018","02/20/2018","1000","21","Topanga","2161","310","BURGLARY","1609 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5700    BLANCO                       AV","","34.1732","-118.6522"
"182106562","02/20/2018","02/20/2018","1400","21","Topanga","2177","310","BURGLARY","1601 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20500    RHODA                        ST","","34.1747","-118.5789"
"182106569","02/22/2018","02/21/2018","1800","21","Topanga","2173","310","BURGLARY","2225 1609 0344","117","","","719","MEDICAL/DENTAL OFFICES","","","IC","310","","","","22900    VENTURA                      BL","","34.1653","-118.6256"
"182106765","02/26/2018","01/10/2018","2230","21","Topanga","2173","310","BURGLARY","0344 1606 0321","117","","","707","GARAGE/CARPORT","","","IC","310","","","","23000    MARIANO                      ST","","34.1683","-118.6277"
"182106839","02/27/2018","02/27/2018","0900","21","Topanga","2161","310","BURGLARY","1609 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","6000    NEDDY                        AV","","34.1805","-118.6524"
"182106893","02/27/2018","02/27/2018","1745","21","Topanga","2187","310","BURGLARY","0344 0352 1609 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5000    MARMOL                       DR","","34.161","-118.5906"
"182106974","03/02/2018","03/02/2018","1150","21","Topanga","2177","310","BURGLARY","1609 0344 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20400    COULSON                      ST","","34.1719","-118.5773"
"182107040","03/03/2018","03/02/2018","1815","21","Topanga","2175","310","BURGLARY","0344 0352 1609","117","","","203","OTHER BUSINESS","","","IC","310","","","","22700    VENTURA                      BL","","34.1669","-118.6207"
"182107046","03/03/2018","03/02/2018","1400","21","Topanga","2177","310","BURGLARY","0344 0377 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20700    DOLOROSA                     ST","","34.1711","-118.5828"
"182107064","03/04/2018","03/04/2018","1600","21","Topanga","2177","310","BURGLARY","0344 1300 0377 1606","117","","","707","GARAGE/CARPORT","","","IC","310","","","","21800    BURBANK                      BL","","34.1726","-118.6034"
"182107207","03/05/2018","03/05/2018","1945","21","Topanga","2177","310","BURGLARY","1607","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20500    OXNARD                       ST","","34.1779","-118.5791"
"182107305","03/09/2018","03/09/2018","0311","21","Topanga","2187","310","BURGLARY","0325 1609","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","4900    TOPANGA CANYON               BL","","34.1569","-118.6058"
"182107306","03/09/2018","03/08/2018","2115","21","Topanga","2187","310","BURGLARY","0344 1609 0321","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","4900    TOPANGA CANYON               BL","","34.1569","-118.6058"
"182107478","03/13/2018","03/13/2018","1035","21","Topanga","2187","310","BURGLARY","0344 1606 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5200    ALHAMA                       DR","","34.1637","-118.5943"
"182107539","03/14/2018","03/14/2018","0630","21","Topanga","2177","310","BURGLARY","1606 0344","117","","","501","SINGLE FAMILY DWELLING","","","AO","310","","","","5600    WINNETKA                     AV","","34.174","-118.5888"
"182107610","03/16/2018","03/16/2018","0618","21","Topanga","2177","310","BURGLARY","0344 0213","117","","","203","OTHER BUSINESS","","","IC","310","","","","21000    WARNER CENTER                LN","","34.174","-118.59"
"182107818","03/20/2018","03/20/2018","1300","21","Topanga","2177","310","BURGLARY","0344 0321 1601","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5700    CALIFA                       PL","","34.1755","-118.5807"
"182107869","03/20/2018","03/20/2018","2130","21","Topanga","2177","310","BURGLARY","1202 1609 0321 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5700    MCDONIE                      AV","","34.1745","-118.5762"
"182107883","03/21/2018","03/21/2018","0930","21","Topanga","2161","310","BURGLARY","0344 0352 1609 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24600    EILAT                        ST","","34.1786","-118.661"
"182107933","03/22/2018","03/22/2018","0600","21","Topanga","2175","310","BURGLARY","0321 0344 0358","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22700    COLLINS                      ST","","34.1739","-118.6212"
"182108108","03/26/2018","02/18/2018","1700","21","Topanga","2155","310","BURGLARY","0344","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22200    VICTORY                      BL","","34.1865","-118.6103"
"182108183","03/28/2018","03/27/2018","1900","21","Topanga","2185","310","BURGLARY","1609","117","","","406","OTHER STORE","","","IC","310","","","","22000    VENTURA                      BL","","34.1685","-118.6058"
"182108282","03/29/2018","03/28/2018","0230","21","Topanga","2172","310","BURGLARY","0344 1607","117","","","203","OTHER BUSINESS","","","IC","310","","","","23200    VENTURA                      BL","","34.1626","-118.6309"
"182108456","04/03/2018","02/20/2018","0400","21","Topanga","2161","310","BURGLARY","1601 0344 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    VALLEY CIRCLE                BL","","34.1725","-118.6464"
"182108790","04/10/2018","04/09/2018","2000","21","Topanga","2185","310","BURGLARY","0344","117","","","239","MEDICAL MARIJUANA FACILITIES/BUSINESSES","","","IC","310","","","","22100    VENTURA                      BL","","34.1686","-118.6081"
"182108845","04/11/2018","04/11/2018","1130","21","Topanga","2175","310","BURGLARY","0344 1607","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22700    DEL VALLE                    ST","","34.166","-118.6203"
"182108861","04/11/2018","04/11/2018","0800","21","Topanga","2177","310","BURGLARY","1609 0321 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    OSO                          AV","","34.1719","-118.5773"
"182108868","04/11/2018","04/11/2018","2118","21","Topanga","2175","310","BURGLARY","1609 0344 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22400    MIRANDA                      ST","","34.1756","-118.6146"
"182108915","04/12/2018","04/12/2018","2047","21","Topanga","2175","310","BURGLARY","0344 0352 0321 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5900    CAPISTRANO                   AV","","34.177","-118.6168"
"182109486","04/24/2018","04/24/2018","1230","21","Topanga","2175","310","BURGLARY","0344 0352 1601","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5800    NEVADA                       AV","","34.1765","-118.6092"
"182109492","04/24/2018","04/23/2018","2300","21","Topanga","2155","310","BURGLARY","0314 1606 0344","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","6000    POMEGRANATE                  LN","","34.181","-118.6106"
"182109523","04/25/2018","04/24/2018","1130","21","Topanga","2185","310","BURGLARY","1609 0344 0321 1402","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","4700    AZUCENA                      DR","","34.1542","-118.616"
"182109531","04/25/2018","04/24/2018","1730","21","Topanga","2172","310","BURGLARY","0344 0352","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23900    MARIANO                      ST","","34.1663","-118.6474"
"182109535","04/25/2018","04/24/2018","1145","21","Topanga","2155","310","BURGLARY","0344 0352","117","","","507","CONDOMINIUM/TOWNHOUSE","","","IC","310","","","","6000    MAGNOL                       LN","","34.1803","-118.6094"
"182109538","04/25/2018","04/24/2018","2100","21","Topanga","2172","310","BURGLARY","0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5300    ORRVILLE                     AV","","34.1665","-118.6462"
"182109644","04/28/2018","02/01/2018","1800","21","Topanga","2155","310","BURGLARY","0330 1607 0344","117","","","707","GARAGE/CARPORT","","","IC","310","","","","6200    SHOUP                        AV","","34.1837","-118.6146"
"182109893","05/02/2018","05/02/2018","1440","21","Topanga","2177","310","BURGLARY","0344","117","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","20800    BURBANK                      BL","","34.172","-118.5854"
"182110261","05/10/2018","05/09/2018","2100","21","Topanga","2161","310","BURGLARY","0344 1202 0314","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24200    PHILIPRIMM                   ST","","34.1708","-118.6525"
"182110262","05/10/2018","05/09/2018","2100","21","Topanga","2161","310","BURGLARY","0344 0314","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24200    PHILIPRIMM                   ST","","34.1708","-118.6525"
"182110420","05/13/2018","05/13/2018","0520","21","Topanga","2187","310","BURGLARY","1607 0344","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21800    VENTURA                      BL","","34.1684","-118.6021"
"182110467","05/14/2018","05/14/2018","0900","21","Topanga","2177","310","BURGLARY","0344","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","21900    BURBANK                      BL","","34.172","-118.6049"
"182110596","05/17/2018","05/07/2018","1300","21","Topanga","2155","310","BURGLARY","0344 1609","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22200    VICTORY                      BL","","34.1865","-118.6103"
"182110738","05/20/2018","05/19/2018","0120","21","Topanga","2177","310","BURGLARY","0344 1606","117","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","21700    MARYLEE                      ST","","34.1753","-118.6015"
"182110759","05/21/2018","05/18/2018","1700","21","Topanga","2177","310","BURGLARY","1607 0344","117","","","116","OTHER/OUTSIDE","","","IC","310","","","","21900    BURBANK                      BL","","34.172","-118.6049"
"182110984","05/24/2018","05/24/2018","1130","21","Topanga","2187","310","BURGLARY","1609 0344 1202","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21400    DE LA OSA                    ST","","34.1608","-118.5964"
"182111436","06/03/2018","06/03/2018","0700","21","Topanga","2175","310","BURGLARY","0344","117","","","203","OTHER BUSINESS","","","IC","310","","","","22600    VENTURA                      BL","","34.1675","-118.6189"
"182111526","06/05/2018","06/04/2018","1830","21","Topanga","2175","310","BURGLARY","1609 0344 0321","117","","","247","CAR WASH","","","IC","310","","","","22500    VENTURA                      BL","","34.1681","-118.6167"
"182111561","06/05/2018","06/05/2018","1200","21","Topanga","2175","310","BURGLARY","1607 0344 0321","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","5800    TOPANGA CANYON               BL","","34.1732","-118.6152"
"182111621","06/07/2018","06/06/2018","2200","21","Topanga","2173","310","BURGLARY","1609 0344","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22900    VENTURA                      BL","","34.1653","-118.6256"
"182111943","06/12/2018","06/12/2018","0945","21","Topanga","2155","310","BURGLARY","0344","117","","","507","CONDOMINIUM/TOWNHOUSE","","","IC","310","","","","22200    SUMMIT VUE                   LN","","34.1803","-118.6112"
"182112024","06/14/2018","06/14/2018","0127","21","Topanga","2162","310","BURGLARY","0344 0314","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22900    HATTERAS                     ST","","34.1762","-118.6255"
"182112103","06/15/2018","06/15/2018","0930","21","Topanga","2161","310","BURGLARY","1601 0344 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    VALLEY CIRCLE                BL","","34.1725","-118.6464"
"182112337","06/21/2018","06/21/2018","1450","21","Topanga","2177","310","BURGLARY","1609 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20800    KELVIN                       PL","","34.1763","-118.5875"
"182112379","06/22/2018","06/21/2018","1410","21","Topanga","2177","310","BURGLARY","0389 0344 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20500    CALIFA                       ST","","34.1763","-118.5799"
"182112420","06/22/2018","06/22/2018","0830","21","Topanga","2177","310","BURGLARY","0344 0321 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    RAWLINGS                     AV","","34.1726","-118.5728"
"182112421","06/19/2018","06/19/2018","1700","21","Topanga","2172","310","BURGLARY","0344 0377 1606","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24200    BURBANK                      BL","","34.17","-118.6526"
"182112522","06/25/2018","05/05/2018","0001","21","Topanga","2155","310","BURGLARY","0344 0352","117","","","507","CONDOMINIUM/TOWNHOUSE","","","IC","310","","","","6000    MAGNOL                       LN","","34.1803","-118.6094"
"182113059","07/06/2018","07/06/2018","1100","21","Topanga","2177","310","BURGLARY","0344 0377 1601","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20700    CLARK                        ST","","34.169","-118.5826"
"182113105","07/09/2018","07/09/2018","1410","21","Topanga","2161","310","BURGLARY","1607 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24500    CALVERT                      ST","","34.1826","-118.659"
"182113273","07/11/2018","07/10/2018","2200","21","Topanga","2155","310","BURGLARY","1601 0344","117","","","507","CONDOMINIUM/TOWNHOUSE","","","IC","310","","","","6100    PERIWINKLE                   WY","","34.1822","-118.6109"
"182113468","07/15/2018","06/28/2018","1055","21","Topanga","2185","310","BURGLARY","0344 0352 1609 0321","117","","","514","GROUP HOME","","","IC","310","","","","4900    LLANO                        DR","","34.1573","-118.6107"
"182113486","07/16/2018","07/16/2018","2021","21","Topanga","2187","310","BURGLARY","1402 0344 1601 0906","117","","","501","SINGLE FAMILY DWELLING","","","AA","310","998","","","20900    AVENUE SAN LUIS","","34.1646","-118.5884"
"182113487","07/16/2018","07/12/2018","1000","21","Topanga","2187","310","BURGLARY","1607 0344 0321 0906","117","","","501","SINGLE FAMILY DWELLING","","","AA","310","","","","5200    MARMOL                       DR","","34.1633","-118.5921"
"182113587","07/19/2018","07/04/2018","0800","21","Topanga","2187","310","BURGLARY","0330 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","20900    DE LA GUERRA                 ST","","34.1638","-118.5884"
"182113762","07/22/2018","07/21/2018","1200","21","Topanga","2175","310","BURGLARY","0344 1606","117","","","708","CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","","","IC","310","","","","5700    RUDNICK                      AV","","34.1738","-118.6123"
"182114082","07/28/2018","07/28/2018","0900","21","Topanga","2162","310","BURGLARY","1606 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","23400    BURBANK                      BL","","34.1765","-118.634"
"182114211","07/31/2018","07/31/2018","0405","21","Topanga","2187","310","BURGLARY","1601 0344","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","21100    VENTURA                      BL","","34.167","-118.5928"
"182114212","07/31/2018","07/30/2018","1830","21","Topanga","2175","310","BURGLARY","0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","5600    COMO                         CI","","34.1729","-118.6103"
"182114385","08/04/2018","08/04/2018","0200","21","Topanga","2185","310","BURGLARY","1609","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","4800    TOPANGA CANYON               BL","","34.1592","-118.6108"
"182114391","08/03/2018","07/30/2018","1915","21","Topanga","2185","310","BURGLARY","0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","22200    MACFARLANE                   DR","","34.1661","-118.6112"
"182114516","08/07/2018","08/06/2018","1820","21","Topanga","2161","310","BURGLARY","0344 1607","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","24100    CALIFA                       ST","","34.1778","-118.6523"
"182114578","08/08/2018","08/08/2018","0745","21","Topanga","2187","310","BURGLARY","0344 0377 1307 1402","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5100    ALHAMA                       DR","","34.1618","-118.5931"
"182114606","08/09/2018","08/08/2018","2030","21","Topanga","2175","310","BURGLARY","1607 0344","117","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22700    DEL VALLE                    ST","","34.166","-118.6203"
"182114774","08/13/2018","08/09/2018","1800","21","Topanga","2173","310","BURGLARY","0344","117","","","231","DAY CARE/CHILDREN*","","","IC","310","","","","5700    FALLBROOK                    AV","","34.1676","-118.6287"
"182114795","08/14/2018","08/14/2018","0620","21","Topanga","2177","310","BURGLARY","2004 0314","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","5400    CROMER                       PL","","34.169","-118.5826"
"182114884","08/15/2018","08/15/2018","1400","21","Topanga","2185","310","BURGLARY","0344 0321 1402 1609","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","998","","","4900    AZUCENA                      DR","","34.1567","-118.6147"
"182114893","08/15/2018","08/14/2018","1700","21","Topanga","2175","310","BURGLARY","0344 1609","117","","","210","RESTAURANT/FAST FOOD","","","IC","310","","","","22400    VENTURA                      BL","","34.1688","-118.6145"
"182114902","08/15/2018","08/15/2018","0200","21","Topanga","2173","310","BURGLARY","1607 0344 1300 1309","117","","","401","MINI-MART","","","AA","310","","","","22800    VENTURA                      BL","","34.166","-118.6233"
"182114927","08/16/2018","08/16/2018","0730","21","Topanga","2187","310","BURGLARY","0344 0321","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","4900    SERRANIA                     AV","","34.1635","-118.5977"
"182114929","08/16/2018","08/16/2018","2000","21","Topanga","2187","310","BURGLARY","1609 0321 0344","117","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","21600    MEDINA ESTATES               DR","","34.1583","-118.6001"
"182115066","08/20/2018","08/17/2018","1730","21","Topanga","2187","310","BURGLARY","0344 1606","117","","","702","OFFICE BUILDING/OFFICE","","","IC","310","","","","21200    VENTURA                      BL","","34.1673","-118.5946"
"182115148","08/22/2018","08/21/2018","1200","21","Topanga","2185","310","BURGLARY","0344","117","","","707","GARAGE/CARPORT","","","IC","310","","","","22600    CASS                         AV","","34.1628","-118.6183"
"182115382","08/27/2018","08/26/2018","0530","21","Topanga","2173","310","BURGLARY","0344","117","","","501","SINGLE FAMILY DWELLING","","","AO","310","","","","22900    MARIANO                      ST","","34.1683","-118.6255"
"182115433","08/29/2018","08/29/2018","0350","21","Topanga","2185","310","BURGLARY","1609 1402 1300 1309","117","","","403","DRUG STORE","","","IC","310","998","","","22000    VENTURA                      BL","","34.1685","-118.6058"
"182115817","09/05/2018","09/05/2018","2015","21","Topanga","2177","310","BURGLARY","0344 0352","118","","","507","CONDOMINIUM/TOWNHOUSE","","","IC","310","","","","5500    CANOGA                       AV","","34.1715","-118.5974"
"182115930","09/07/2018","09/07/2018","1130","21","Topanga","2185","310","BURGLARY","1202 1602 0344 0321","118","","","501","SINGLE FAMILY DWELLING","","","IC","310","","","","4900    CALDERON                     RD","","34.1611","-118.6171"
"182115956","09/09/2018","09/09/2018","0510","21","Topanga","2185","310","BURGLARY","1609 0344 0206 0378","118","","","403","DRUG STORE","","","IC","310","","","","22000    VENTURA                      BL","","34.1685","-118.6058"
"182115957","09/09/2018","09/09/2018","0230","21","Topanga","2185","310","BURGLARY","1607 0216","118","","","221","PUBLIC STORAGE","","","IC","310","","","","22200    VENTURA                      BL","","34.1688","-118.6103"
"182115958","09/09/2018","09/04/2018","1400","21","Topanga","2185","310","BURGLARY","0321 1607","117","","","221","PUBLIC STORAGE","","","IC","310","","","","22200    VENTURA                      BL","","34.1688","-118.6103"
"182116028","09/10/2018","09/09/2018","2200","21","Topanga","2177","310","BURGLARY","0344 0377 0314","118","","","707","GARAGE/CARPORT","","","IC","310","","","","21900    BURBANK                      BL","","34.172","-118.6049"
"182116095","09/11/2018","09/11/2018","0905","21","Topanga","2155","310","BURGLARY","0344 0377 0314","118","","","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","310","","","","22100    VICTORY                      BL","","34.1866","-118.6086"
